ticket_id,title,description,category,priority,resolution_hint,language,source,title_clean,description_clean,text
TRX-1340,Mails partent en spam chez clients Depuis la dernière mise à jour Windows.,Plaintes SPF/DKIM fail. Aucun changement matériel de mon côté.,email,high,Vérifier enregistrements DNS mail.,fr,synthetic_tritux_v1,mails partent en spam chez clients depuis la dernière mise à jour windows.,plaintes spf/dkim fail. aucun changement matériel de mon côté.,mails partent en spam chez clients depuis la dernière mise à jour windows. plaintes spf/dkim fail. aucun changement matériel de mon côté.
TRX-1363,Distribution list non à jour Problème reproduit sur 2 postes.,Liste all-staff contient anciens employés. Captures d'écran disponibles.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1,distribution list non à jour problème reproduit sur 2 postes.,liste all-staff contient anciens employés. captures d écran disponibles.,distribution list non à jour problème reproduit sur 2 postes. liste all-staff contient anciens employés. captures d écran disponibles.
TRX-1209,Souris sans fil se déconnecte En télétravail uniquement.,Dongle Logitech instable. Sur site le problème n'apparaît pas.,hardware,low,"Changer piles, port USB, réappairage.",fr,synthetic_tritux_v1,souris sans fil se déconnecte en télétravail uniquement.,dongle logitech instable. sur site le problème n apparaît pas.,souris sans fil se déconnecte en télétravail uniquement. dongle logitech instable. sur site le problème n apparaît pas.
TRX-1053,Proxy bloque certains sites pro En télétravail uniquement.,Accès refusé via proxy pour un outil SaaS métier. Sur site le problème n'apparaît pas.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1,proxy bloque certains sites pro en télétravail uniquement.,accès refusé via proxy pour un outil saas métier. sur site le problème n apparaît pas.,proxy bloque certains sites pro en télétravail uniquement. accès refusé via proxy pour un outil saas métier. sur site le problème n apparaît pas.
TRX-1151,VS Code extensions manquantes Merci de traiter rapidement.,Environnement de dév incomplet après reset poste. Impact sur mon activité quotidienne.,software,low,Réinstaller pack extensions Tritux.,fr,synthetic_tritux_v1,vs code extensions manquantes merci de traiter rapidement.,environnement de dév incomplet après reset poste. impact sur mon activité quotidienne.,vs code extensions manquantes merci de traiter rapidement. environnement de dév incomplet après reset poste. impact sur mon activité quotidienne.
TRX-1244,Dock USB-C non détecté Depuis la dernière mise à jour Windows.,Écrans externes ne s'allument plus via dock. Aucun changement matériel de mon côté.,hardware,medium,"MAJ firmware dock, tester autre câble.",fr,synthetic_tritux_v1,dock usb-c non détecté depuis la dernière mise à jour windows.,écrans externes ne s allument plus via dock. aucun changement matériel de mon côté.,dock usb-c non détecté depuis la dernière mise à jour windows. écrans externes ne s allument plus via dock. aucun changement matériel de mon côté.
TRX-1249,Casque audio crackle Problème reproduit sur 2 postes.,Bruits parasites sur casque USB. Captures d'écran disponibles.,hardware,low,"Changer port USB, pilote audio.",fr,synthetic_tritux_v1,casque audio crackle problème reproduit sur 2 postes.,bruits parasites sur casque usb. captures d écran disponibles.,casque audio crackle problème reproduit sur 2 postes. bruits parasites sur casque usb. captures d écran disponibles.
TRX-1184,Erreur licence Office 365 Depuis la dernière mise à jour Windows.,Produit non licencié après changement de poste. Aucun changement matériel de mon côté.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1,erreur licence office 365 depuis la dernière mise à jour windows.,produit non licencié après changement de poste. aucun changement matériel de mon côté.,erreur licence office 365 depuis la dernière mise à jour windows. produit non licencié après changement de poste. aucun changement matériel de mon côté.
TRX-1074,Alerte antivirus malware détecté Urgent pour une livraison client.,Windows Defender a mis en quarantaine un fichier.exe téléchargé. Deadline aujourd'hui 17h.,security,urgent,"Ne pas restaurer, scanner complet, isoler poste.",fr,synthetic_tritux_v1,alerte antivirus malware détecté urgent pour une livraison client.,windows defender a mis en quarantaine un fichier.exe téléchargé. deadline aujourd hui 17h.,alerte antivirus malware détecté urgent pour une livraison client. windows defender a mis en quarantaine un fichier.exe téléchargé. deadline aujourd hui 17h.
TRX-1031,Latence élevée sur Teams Merci de traiter rapidement.,Appels Teams avec décalage audio important. Impact sur mon activité quotidienne.,network,medium,"Tester bande passante, QoS, fermer VPN split tunnel.",fr,synthetic_tritux_v1,latence élevée sur teams merci de traiter rapidement.,appels teams avec décalage audio important. impact sur mon activité quotidienne.,latence élevée sur teams merci de traiter rapidement. appels teams avec décalage audio important. impact sur mon activité quotidienne.
TRX-1072,Alerte antivirus malware détecté,Windows Defender a mis en quarantaine un fichier.exe téléchargé.,security,urgent,"Ne pas restaurer, scanner complet, isoler poste.",fr,synthetic_tritux_v1,alerte antivirus malware détecté,windows defender a mis en quarantaine un fichier.exe téléchargé.,alerte antivirus malware détecté windows defender a mis en quarantaine un fichier.exe téléchargé.
TRX-1133,Teams ne rejoint pas les réunions Merci de traiter rapidement.,"Bouton Rejoindre grisé, erreur média. Impact sur mon activité quotidienne.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1,teams ne rejoint pas les réunions merci de traiter rapidement.,bouton rejoindre grisé erreur média. impact sur mon activité quotidienne.,teams ne rejoint pas les réunions merci de traiter rapidement. bouton rejoindre grisé erreur média. impact sur mon activité quotidienne.
TRX-1314,Mails n'arrivent plus en réception Urgent pour une livraison client.,"Boîte vide depuis hier, envoi OK. Deadline aujourd'hui 17h.",email,high,"Règles Outlook, quarantaine, MX.",fr,synthetic_tritux_v1,mails n arrivent plus en réception urgent pour une livraison client.,boîte vide depuis hier envoi ok. deadline aujourd hui 17h.,mails n arrivent plus en réception urgent pour une livraison client. boîte vide depuis hier envoi ok. deadline aujourd hui 17h.
TRX-1228,Webcam intégrée noire,Caméra allumée mais image noire dans Teams.,hardware,medium,"Réinstaller pilote caméra, privacy settings.",fr,synthetic_tritux_v1,webcam intégrée noire,caméra allumée mais image noire dans teams.,webcam intégrée noire caméra allumée mais image noire dans teams.
TRX-1188,Zoom / Teams conflit audio Urgent pour une livraison client.,Micro non détecté pendant réunion. Deadline aujourd'hui 17h.,software,medium,Permissions Windows privacy + périphérique défaut.,fr,synthetic_tritux_v1,zoom / teams conflit audio urgent pour une livraison client.,micro non détecté pendant réunion. deadline aujourd hui 17h.,zoom / teams conflit audio urgent pour une livraison client. micro non détecté pendant réunion. deadline aujourd hui 17h.
TRX-1240,Dock USB-C non détecté,Écrans externes ne s'allument plus via dock.,hardware,medium,"MAJ firmware dock, tester autre câble.",fr,synthetic_tritux_v1,dock usb-c non détecté,écrans externes ne s allument plus via dock.,dock usb-c non détecté écrans externes ne s allument plus via dock.
TRX-1120,Outlook ne démarre plus,Outlook plante au lancement avec erreur 0x8004010F.,software,high,"Réparer Office, mode sans échec, nouveau profil.",fr,synthetic_tritux_v1,outlook ne démarre plus,outlook plante au lancement avec erreur 0x8004010f.,outlook ne démarre plus outlook plante au lancement avec erreur 0x8004010f.
TRX-1076,Alerte antivirus malware détecté Depuis la dernière mise à jour Windows.,Windows Defender a mis en quarantaine un fichier.exe téléchargé. Aucun changement matériel de mon côté.,security,urgent,"Ne pas restaurer, scanner complet, isoler poste.",fr,synthetic_tritux_v1,alerte antivirus malware détecté depuis la dernière mise à jour windows.,windows defender a mis en quarantaine un fichier.exe téléchargé. aucun changement matériel de mon côté.,alerte antivirus malware détecté depuis la dernière mise à jour windows. windows defender a mis en quarantaine un fichier.exe téléchargé. aucun changement matériel de mon côté.
TRX-1210,Batterie PC portable se décharge vite,Autonomie < 1h alors que neuve il y a 2 ans.,hardware,medium,"Diagnostic batterie, remplacement si usée.",fr,synthetic_tritux_v1,batterie pc portable se décharge vite,autonomie 1h alors que neuve il y a 2 ans.,batterie pc portable se décharge vite autonomie 1h alors que neuve il y a 2 ans.
TRX-1156,Adobe Reader ne s'ouvre pas,PDF s'ouvre dans le navigateur uniquement.,software,low,Réparer/réinstaller Acrobat Reader.,fr,synthetic_tritux_v1,adobe reader ne s ouvre pas,pdf s ouvre dans le navigateur uniquement.,adobe reader ne s ouvre pas pdf s ouvre dans le navigateur uniquement.
TRX-1411,Connexion SSO lente - besoin aide,Login Azure AD prend plus de 2 minutes. Occurrence #2.,account,medium,Vérifier réseau et MFA latency.,fr,synthetic_tritux_v1,connexion sso lente - besoin aide,login azure ad prend plus de 2 minutes. occurrence 2.,connexion sso lente - besoin aide login azure ad prend plus de 2 minutes. occurrence 2.
TRX-1010,VPN se déconnecte toutes les 10 minutes Depuis la dernière mise à jour Windows.,"La session VPN tombe régulièrement, surtout sur Wi-Fi public. Aucun changement matériel de mon côté.",network,high,"Stabiliser la session: keepalive, MTU, éviter captive portal.",fr,synthetic_tritux_v1,vpn se déconnecte toutes les 10 minutes depuis la dernière mise à jour windows.,la session vpn tombe régulièrement surtout sur wi-fi public. aucun changement matériel de mon côté.,vpn se déconnecte toutes les 10 minutes depuis la dernière mise à jour windows. la session vpn tombe régulièrement surtout sur wi-fi public. aucun changement matériel de mon côté.
TRX-1380,Réservation salle réunion outil Urgent pour une livraison client.,Comment réserver la salle Innovate? Deadline aujourd'hui 17h.,other,low,Utiliser Outlook room finder.,fr,synthetic_tritux_v1,réservation salle réunion outil urgent pour une livraison client.,comment réserver la salle innovate deadline aujourd hui 17h.,réservation salle réunion outil urgent pour une livraison client. comment réserver la salle innovate deadline aujourd hui 17h.
TRX-1129,Excel plante à l'ouverture d'un fichier Problème reproduit sur 2 postes.,Fichier macro .xlsm provoque un crash Excel. Captures d'écran disponibles.,software,medium,"Ouvrir sans macro, réparer fichier, MAJ Office.",fr,synthetic_tritux_v1,excel plante à l ouverture d un fichier problème reproduit sur 2 postes.,fichier macro .xlsm provoque un crash excel. captures d écran disponibles.,excel plante à l ouverture d un fichier problème reproduit sur 2 postes. fichier macro .xlsm provoque un crash excel. captures d écran disponibles.
TRX-1007,VPN se déconnecte toutes les 10 minutes Merci de traiter rapidement.,"La session VPN tombe régulièrement, surtout sur Wi-Fi public. Impact sur mon activité quotidienne.",network,high,"Stabiliser la session: keepalive, MTU, éviter captive portal.",fr,synthetic_tritux_v1,vpn se déconnecte toutes les 10 minutes merci de traiter rapidement.,la session vpn tombe régulièrement surtout sur wi-fi public. impact sur mon activité quotidienne.,vpn se déconnecte toutes les 10 minutes merci de traiter rapidement. la session vpn tombe régulièrement surtout sur wi-fi public. impact sur mon activité quotidienne.
TRX-1261,Compte verrouillé après tentatives Problème reproduit sur 2 postes.,"Trop d'échecs de connexion, compte lock. Captures d'écran disponibles.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1,compte verrouillé après tentatives problème reproduit sur 2 postes.,trop d échecs de connexion compte lock. captures d écran disponibles.,compte verrouillé après tentatives problème reproduit sur 2 postes. trop d échecs de connexion compte lock. captures d écran disponibles.
TRX-1296,Double authentification à configurer Urgent pour une livraison client.,Onboarding: activer MFA obligatoire. Deadline aujourd'hui 17h.,account,medium,Guide enrollment Authenticator.,fr,synthetic_tritux_v1,double authentification à configurer urgent pour une livraison client.,onboarding activer mfa obligatoire. deadline aujourd hui 17h.,double authentification à configurer urgent pour une livraison client. onboarding activer mfa obligatoire. deadline aujourd hui 17h.
TRX-1264,Demande de création compte prestataire,Nouveau prestataire a besoin d'un accès mail.,account,medium,Process onboarding RH + IT.,fr,synthetic_tritux_v1,demande de création compte prestataire,nouveau prestataire a besoin d un accès mail.,demande de création compte prestataire nouveau prestataire a besoin d un accès mail.
TRX-1159,Adobe Reader ne s'ouvre pas Problème reproduit sur 2 postes.,PDF s'ouvre dans le navigateur uniquement. Captures d'écran disponibles.,software,low,Réparer/réinstaller Acrobat Reader.,fr,synthetic_tritux_v1,adobe reader ne s ouvre pas problème reproduit sur 2 postes.,pdf s ouvre dans le navigateur uniquement. captures d écran disponibles.,adobe reader ne s ouvre pas problème reproduit sur 2 postes. pdf s ouvre dans le navigateur uniquement. captures d écran disponibles.
TRX-1375,Demande formation Excel avancé Problème reproduit sur 2 postes.,Souhait formation tableaux croisés. Captures d'écran disponibles.,other,low,Orienter catalogue formation Tritux.,fr,synthetic_tritux_v1,demande formation excel avancé problème reproduit sur 2 postes.,souhait formation tableaux croisés. captures d écran disponibles.,demande formation excel avancé problème reproduit sur 2 postes. souhait formation tableaux croisés. captures d écran disponibles.
TRX-1286,Désactivation compte collaborateur sorti Depuis la dernière mise à jour Windows.,Offboarding: désactiver compte demain 18h. Aucun changement matériel de mon côté.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1,désactivation compte collaborateur sorti depuis la dernière mise à jour windows.,offboarding désactiver compte demain 18h. aucun changement matériel de mon côté.,désactivation compte collaborateur sorti depuis la dernière mise à jour windows. offboarding désactiver compte demain 18h. aucun changement matériel de mon côté.
TRX-1368,Erreur NDR 5.7.1 Urgent pour une livraison client.,Envoi interne refusé avec NDR. Deadline aujourd'hui 17h.,email,medium,Permissions send-as / connector.,fr,synthetic_tritux_v1,erreur ndr 5.7.1 urgent pour une livraison client.,envoi interne refusé avec ndr. deadline aujourd hui 17h.,erreur ndr 5.7.1 urgent pour une livraison client. envoi interne refusé avec ndr. deadline aujourd hui 17h.
TRX-1014,Pas d'accès Internet sur le poste Urgent pour une livraison client.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Deadline aujourd'hui 17h.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1,pas d accès internet sur le poste urgent pour une livraison client.,plus de navigation web ni ping 8.8.8.8 depuis ce matin. deadline aujourd hui 17h.,pas d accès internet sur le poste urgent pour une livraison client. plus de navigation web ni ping 8.8.8.8 depuis ce matin. deadline aujourd hui 17h.
TRX-1055,Perte de connexion après veille Merci de traiter rapidement.,"Après sleep Windows, plus de réseau jusqu'au reboot. Impact sur mon activité quotidienne.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1,perte de connexion après veille merci de traiter rapidement.,après sleep windows plus de réseau jusqu au reboot. impact sur mon activité quotidienne.,perte de connexion après veille merci de traiter rapidement. après sleep windows plus de réseau jusqu au reboot. impact sur mon activité quotidienne.
TRX-1075,Alerte antivirus malware détecté Problème reproduit sur 2 postes.,Windows Defender a mis en quarantaine un fichier.exe téléchargé. Captures d'écran disponibles.,security,urgent,"Ne pas restaurer, scanner complet, isoler poste.",fr,synthetic_tritux_v1,alerte antivirus malware détecté problème reproduit sur 2 postes.,windows defender a mis en quarantaine un fichier.exe téléchargé. captures d écran disponibles.,alerte antivirus malware détecté problème reproduit sur 2 postes. windows defender a mis en quarantaine un fichier.exe téléchargé. captures d écran disponibles.
TRX-1238,Ventilateur très bruyant Depuis la dernière mise à jour Windows.,PC surchauffe et throttle en réunion. Aucun changement matériel de mon côté.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1,ventilateur très bruyant depuis la dernière mise à jour windows.,pc surchauffe et throttle en réunion. aucun changement matériel de mon côté.,ventilateur très bruyant depuis la dernière mise à jour windows. pc surchauffe et throttle en réunion. aucun changement matériel de mon côté.
TRX-1039,DNS ne résout pas les sites internes Problème reproduit sur 2 postes.,intranet.tritux.local ne répond pas. Captures d'écran disponibles.,network,high,"Pointer DNS vers contrôleurs Tritux, flushdns.",fr,synthetic_tritux_v1,dns ne résout pas les sites internes problème reproduit sur 2 postes.,intranet.tritux.local ne répond pas. captures d écran disponibles.,dns ne résout pas les sites internes problème reproduit sur 2 postes. intranet.tritux.local ne répond pas. captures d écran disponibles.
TRX-1278,Changement de nom suite mariage Urgent pour une livraison client.,Mettre à jour display name et email. Deadline aujourd'hui 17h.,account,low,Ticket identité + sync HRIS.,fr,synthetic_tritux_v1,changement de nom suite mariage urgent pour une livraison client.,mettre à jour display name et email. deadline aujourd hui 17h.,changement de nom suite mariage urgent pour une livraison client. mettre à jour display name et email. deadline aujourd hui 17h.
TRX-1358,Règle de redirection suspecte Depuis la dernière mise à jour Windows.,Mails forward auto vers externe. Aucun changement matériel de mon côté.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1,règle de redirection suspecte depuis la dernière mise à jour windows.,mails forward auto vers externe. aucun changement matériel de mon côté.,règle de redirection suspecte depuis la dernière mise à jour windows. mails forward auto vers externe. aucun changement matériel de mon côté.
TRX-1323,Pièces jointes bloquées En télétravail uniquement.,PDF > 10 Mo refusés à l'envoi. Sur site le problème n'apparaît pas.,email,medium,"Utiliser OneDrive link, quota PJ.",fr,synthetic_tritux_v1,pièces jointes bloquées en télétravail uniquement.,pdf 10 mo refusés à l envoi. sur site le problème n apparaît pas.,pièces jointes bloquées en télétravail uniquement. pdf 10 mo refusés à l envoi. sur site le problème n apparaît pas.
TRX-1369,Erreur NDR 5.7.1 Problème reproduit sur 2 postes.,Envoi interne refusé avec NDR. Captures d'écran disponibles.,email,medium,Permissions send-as / connector.,fr,synthetic_tritux_v1,erreur ndr 5.7.1 problème reproduit sur 2 postes.,envoi interne refusé avec ndr. captures d écran disponibles.,erreur ndr 5.7.1 problème reproduit sur 2 postes. envoi interne refusé avec ndr. captures d écran disponibles.
TRX-1251,Casque audio crackle En télétravail uniquement.,Bruits parasites sur casque USB. Sur site le problème n'apparaît pas.,hardware,low,"Changer port USB, pilote audio.",fr,synthetic_tritux_v1,casque audio crackle en télétravail uniquement.,bruits parasites sur casque usb. sur site le problème n apparaît pas.,casque audio crackle en télétravail uniquement. bruits parasites sur casque usb. sur site le problème n apparaît pas.
TRX-1099,Ransomware suspicion fichiers chiffrés Problème reproduit sur 2 postes.,Extensions .locked apparues sur mon dossier Documents. Captures d'écran disponibles.,security,urgent,"Débrancher réseau immédiatement, alerter SOC.",fr,synthetic_tritux_v1,ransomware suspicion fichiers chiffrés problème reproduit sur 2 postes.,extensions .locked apparues sur mon dossier documents. captures d écran disponibles.,ransomware suspicion fichiers chiffrés problème reproduit sur 2 postes. extensions .locked apparues sur mon dossier documents. captures d écran disponibles.
TRX-1272,Droits accès SharePoint manquants Urgent pour une livraison client.,Pas d'accès au site projet Alpha. Deadline aujourd'hui 17h.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1,droits accès sharepoint manquants urgent pour une livraison client.,pas d accès au site projet alpha. deadline aujourd hui 17h.,droits accès sharepoint manquants urgent pour une livraison client. pas d accès au site projet alpha. deadline aujourd hui 17h.
TRX-1097,Ransomware suspicion fichiers chiffrés Merci de traiter rapidement.,Extensions .locked apparues sur mon dossier Documents. Impact sur mon activité quotidienne.,security,urgent,"Débrancher réseau immédiatement, alerter SOC.",fr,synthetic_tritux_v1,ransomware suspicion fichiers chiffrés merci de traiter rapidement.,extensions .locked apparues sur mon dossier documents. impact sur mon activité quotidienne.,ransomware suspicion fichiers chiffrés merci de traiter rapidement. extensions .locked apparues sur mon dossier documents. impact sur mon activité quotidienne.
TRX-1154,VS Code extensions manquantes Depuis la dernière mise à jour Windows.,Environnement de dév incomplet après reset poste. Aucun changement matériel de mon côté.,software,low,Réinstaller pack extensions Tritux.,fr,synthetic_tritux_v1,vs code extensions manquantes depuis la dernière mise à jour windows.,environnement de dév incomplet après reset poste. aucun changement matériel de mon côté.,vs code extensions manquantes depuis la dernière mise à jour windows. environnement de dév incomplet après reset poste. aucun changement matériel de mon côté.
TRX-1178,Navigateur Chrome très lent Depuis la dernière mise à jour Windows.,"Onglets se figent, utilisation CPU élevée. Aucun changement matériel de mon côté.",software,medium,"Désactiver extensions, clear cache.",fr,synthetic_tritux_v1,navigateur chrome très lent depuis la dernière mise à jour windows.,onglets se figent utilisation cpu élevée. aucun changement matériel de mon côté.,navigateur chrome très lent depuis la dernière mise à jour windows. onglets se figent utilisation cpu élevée. aucun changement matériel de mon côté.
TRX-1344,Calendrier Teams non synchronisé Urgent pour une livraison client.,RDV Outlook absents de Teams. Deadline aujourd'hui 17h.,email,medium,Repair sync M365 calendar.,fr,synthetic_tritux_v1,calendrier teams non synchronisé urgent pour une livraison client.,rdv outlook absents de teams. deadline aujourd hui 17h.,calendrier teams non synchronisé urgent pour une livraison client. rdv outlook absents de teams. deadline aujourd hui 17h.
TRX-1353,Quota boîte mail saturé En télétravail uniquement.,"Impossible de recevoir, 99 Go utilisés. Sur site le problème n'apparaît pas.",email,medium,Archivage online + purge.,fr,synthetic_tritux_v1,quota boîte mail saturé en télétravail uniquement.,impossible de recevoir 99 go utilisés. sur site le problème n apparaît pas.,quota boîte mail saturé en télétravail uniquement. impossible de recevoir 99 go utilisés. sur site le problème n apparaît pas.
TRX-1262,Compte verrouillé après tentatives Depuis la dernière mise à jour Windows.,"Trop d'échecs de connexion, compte lock. Aucun changement matériel de mon côté.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1,compte verrouillé après tentatives depuis la dernière mise à jour windows.,trop d échecs de connexion compte lock. aucun changement matériel de mon côté.,compte verrouillé après tentatives depuis la dernière mise à jour windows. trop d échecs de connexion compte lock. aucun changement matériel de mon côté.
TRX-1203,Clavier certain touches mortes En télétravail uniquement.,Touches E et R ne répondent plus. Sur site le problème n'apparaît pas.,hardware,low,Nettoyage / remplacement clavier.,fr,synthetic_tritux_v1,clavier certain touches mortes en télétravail uniquement.,touches e et r ne répondent plus. sur site le problème n apparaît pas.,clavier certain touches mortes en télétravail uniquement. touches e et r ne répondent plus. sur site le problème n apparaît pas.
TRX-1254,Mot de passe SSO expiré Urgent pour une livraison client.,"Impossible de se connecter, MDP expiré. Deadline aujourd'hui 17h.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1,mot de passe sso expiré urgent pour une livraison client.,impossible de se connecter mdp expiré. deadline aujourd hui 17h.,mot de passe sso expiré urgent pour une livraison client. impossible de se connecter mdp expiré. deadline aujourd hui 17h.
TRX-1419,Câble réseau coupé open-space - besoin aide,Poste voisin aussi offline. Occurrence #2.,network,medium,Vérifier switch étage.,fr,synthetic_tritux_v1,câble réseau coupé open-space - besoin aide,poste voisin aussi offline. occurrence 2.,câble réseau coupé open-space - besoin aide poste voisin aussi offline. occurrence 2.
TRX-1206,Souris sans fil se déconnecte Urgent pour une livraison client.,Dongle Logitech instable. Deadline aujourd'hui 17h.,hardware,low,"Changer piles, port USB, réappairage.",fr,synthetic_tritux_v1,souris sans fil se déconnecte urgent pour une livraison client.,dongle logitech instable. deadline aujourd hui 17h.,souris sans fil se déconnecte urgent pour une livraison client. dongle logitech instable. deadline aujourd hui 17h.
TRX-1371,Erreur NDR 5.7.1 En télétravail uniquement.,Envoi interne refusé avec NDR. Sur site le problème n'apparaît pas.,email,medium,Permissions send-as / connector.,fr,synthetic_tritux_v1,erreur ndr 5.7.1 en télétravail uniquement.,envoi interne refusé avec ndr. sur site le problème n apparaît pas.,erreur ndr 5.7.1 en télétravail uniquement. envoi interne refusé avec ndr. sur site le problème n apparaît pas.
TRX-1406,Imprimante imprime des pages blanches,Toner semble OK mais sorties blanches.,hardware,low,"Tambour/toner, test page.",fr,synthetic_tritux_v1,imprimante imprime des pages blanches,toner semble ok mais sorties blanches.,imprimante imprime des pages blanches toner semble ok mais sorties blanches.
TRX-1201,Clavier certain touches mortes Problème reproduit sur 2 postes.,Touches E et R ne répondent plus. Captures d'écran disponibles.,hardware,low,Nettoyage / remplacement clavier.,fr,synthetic_tritux_v1,clavier certain touches mortes problème reproduit sur 2 postes.,touches e et r ne répondent plus. captures d écran disponibles.,clavier certain touches mortes problème reproduit sur 2 postes. touches e et r ne répondent plus. captures d écran disponibles.
TRX-1439,Mailing list projet à créer - besoin aide,Créer liste projet-nova@tritux.com. Occurrence #2.,email,low,Créer DL Exchange.,fr,synthetic_tritux_v1,mailing list projet à créer - besoin aide,créer liste occurrence 2.,mailing list projet à créer - besoin aide créer liste occurrence 2.
TRX-1179,Navigateur Chrome très lent En télétravail uniquement.,"Onglets se figent, utilisation CPU élevée. Sur site le problème n'apparaît pas.",software,medium,"Désactiver extensions, clear cache.",fr,synthetic_tritux_v1,navigateur chrome très lent en télétravail uniquement.,onglets se figent utilisation cpu élevée. sur site le problème n apparaît pas.,navigateur chrome très lent en télétravail uniquement. onglets se figent utilisation cpu élevée. sur site le problème n apparaît pas.
TRX-1253,Mot de passe SSO expiré Merci de traiter rapidement.,"Impossible de se connecter, MDP expiré. Impact sur mon activité quotidienne.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1,mot de passe sso expiré merci de traiter rapidement.,impossible de se connecter mdp expiré. impact sur mon activité quotidienne.,mot de passe sso expiré merci de traiter rapidement. impossible de se connecter mdp expiré. impact sur mon activité quotidienne.
TRX-1113,Certificat SSL invalide sur portail En télétravail uniquement.,Navigateur indique certificat non fiable. Sur site le problème n'apparaît pas.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1,certificat ssl invalide sur portail en télétravail uniquement.,navigateur indique certificat non fiable. sur site le problème n apparaît pas.,certificat ssl invalide sur portail en télétravail uniquement. navigateur indique certificat non fiable. sur site le problème n apparaît pas.
TRX-1019,Wi-Fi instable au 3ème étage Merci de traiter rapidement.,Le réseau sans fil coupe souvent dans la salle réunion B. Impact sur mon activité quotidienne.,network,medium,"Reset borne AP, vérifier couverture et canaux.",fr,synthetic_tritux_v1,wi-fi instable au 3ème étage merci de traiter rapidement.,le réseau sans fil coupe souvent dans la salle réunion b. impact sur mon activité quotidienne.,wi-fi instable au 3ème étage merci de traiter rapidement. le réseau sans fil coupe souvent dans la salle réunion b. impact sur mon activité quotidienne.
TRX-1329,Signature email à mettre à jour En télétravail uniquement.,Nouvelle signature corporate manquante. Sur site le problème n'apparaît pas.,email,low,Déployer signature centralisée.,fr,synthetic_tritux_v1,signature email à mettre à jour en télétravail uniquement.,nouvelle signature corporate manquante. sur site le problème n apparaît pas.,signature email à mettre à jour en télétravail uniquement. nouvelle signature corporate manquante. sur site le problème n apparaît pas.
TRX-1118,Demande d'audit des accès partage Depuis la dernière mise à jour Windows.,Besoin de revoir qui a accès au dossier RH. Aucun changement matériel de mon côté.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1,demande d audit des accès partage depuis la dernière mise à jour windows.,besoin de revoir qui a accès au dossier rh. aucun changement matériel de mon côté.,demande d audit des accès partage depuis la dernière mise à jour windows. besoin de revoir qui a accès au dossier rh. aucun changement matériel de mon côté.
TRX-1333,Boîte partagée inaccessible Problème reproduit sur 2 postes.,support@tritux.com non visible. Captures d'écran disponibles.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1,boîte partagée inaccessible problème reproduit sur 2 postes.,non visible. captures d écran disponibles.,boîte partagée inaccessible problème reproduit sur 2 postes. non visible. captures d écran disponibles.
TRX-1307,Profil Windows corrompu Merci de traiter rapidement.,Impossible de charger le profil local. Impact sur mon activité quotidienne.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1,profil windows corrompu merci de traiter rapidement.,impossible de charger le profil local. impact sur mon activité quotidienne.,profil windows corrompu merci de traiter rapidement. impossible de charger le profil local. impact sur mon activité quotidienne.
TRX-1241,Dock USB-C non détecté Merci de traiter rapidement.,Écrans externes ne s'allument plus via dock. Impact sur mon activité quotidienne.,hardware,medium,"MAJ firmware dock, tester autre câble.",fr,synthetic_tritux_v1,dock usb-c non détecté merci de traiter rapidement.,écrans externes ne s allument plus via dock. impact sur mon activité quotidienne.,dock usb-c non détecté merci de traiter rapidement. écrans externes ne s allument plus via dock. impact sur mon activité quotidienne.
TRX-1420,Câble réseau coupé open-space,Poste voisin aussi offline. Occurrence #3.,network,medium,Vérifier switch étage.,fr,synthetic_tritux_v1,câble réseau coupé open-space,poste voisin aussi offline. occurrence 3.,câble réseau coupé open-space poste voisin aussi offline. occurrence 3.
TRX-1435,Écran bleu BSOD intermittent - besoin aide,BSOD DRIVER_IRQL après dock. Occurrence #2.,hardware,high,MAJ chipset/dock drivers.,fr,synthetic_tritux_v1,écran bleu bsod intermittent - besoin aide,bsod driver_irql après dock. occurrence 2.,écran bleu bsod intermittent - besoin aide bsod driver_irql après dock. occurrence 2.
